receptor,ligand,name,pk,rmsd
/es01/paratera/sce0413/czn/part4/1D04_frame43/protein.pdb,/es01/paratera/sce0413/czn/part4/1D04_frame43/ligand.sdf,1d04_frame43,4.59,0.984
/es01/paratera/sce0413/czn/part4/6HTT_frame67/protein.pdb,/es01/paratera/sce0413/czn/part4/6HTT_frame67/ligand.sdf,6htt_frame67,6.66,5.534
/es01/paratera/sce0413/czn/part4/2FPZ_frame55/protein.pdb,/es01/paratera/sce0413/czn/part4/2FPZ_frame55/ligand.sdf,2fpz_frame55,3.96,0.869
/es01/paratera/sce0413/czn/part4/5CXA_frame59/protein.pdb,/es01/paratera/sce0413/czn/part4/5CXA_frame59/ligand.sdf,5cxa_frame59,10.4,2.681
/es01/paratera/sce0413/czn/part4/3OT3_frame47/protein.pdb,/es01/paratera/sce0413/czn/part4/3OT3_frame47/ligand.sdf,3ot3_frame47,8.3,1.809
/es01/paratera/sce0413/czn/part4/2Q11_frame87/protein.pdb,/es01/paratera/sce0413/czn/part4/2Q11_frame87/ligand.sdf,2q11_frame87,7.96,2.921
/es01/paratera/sce0413/czn/part4/6I8Z_frame67/protein.pdb,/es01/paratera/sce0413/czn/part4/6I8Z_frame67/ligand.sdf,6i8z_frame67,7.8,1.048
/es01/paratera/sce0413/czn/part4/5CF8_frame27/protein.pdb,/es01/paratera/sce0413/czn/part4/5CF8_frame27/ligand.sdf,5cf8_frame27,8.96,0.685
/es01/paratera/sce0413/czn/part4/6H4D_frame23/protein.pdb,/es01/paratera/sce0413/czn/part4/6H4D_frame23/ligand.sdf,6h4d_frame23,7.96,0.742
/es01/paratera/sce0413/czn/part4/3CHC_frame75/protein.pdb,/es01/paratera/sce0413/czn/part4/3CHC_frame75/ligand.sdf,3chc_frame75,4.09,2.756
/es01/paratera/sce0413/czn/part4/2WO9_frame15/protein.pdb,/es01/paratera/sce0413/czn/part4/2WO9_frame15/ligand.sdf,2wo9_frame15,7.21,2.741
/es01/paratera/sce0413/czn/part4/2JIU_frame75/protein.pdb,/es01/paratera/sce0413/czn/part4/2JIU_frame75/ligand.sdf,2jiu_frame75,7.56,3.545
/es01/paratera/sce0413/czn/part4/6H1I_frame23/protein.pdb,/es01/paratera/sce0413/czn/part4/6H1I_frame23/ligand.sdf,6h1i_frame23,7.36,1.771
/es01/paratera/sce0413/czn/part4/2VWV_frame3/protein.pdb,/es01/paratera/sce0413/czn/part4/2VWV_frame3/ligand.sdf,2vwv_frame3,4.8,1.396
/es01/paratera/sce0413/czn/part4/3IA6_frame99/protein.pdb,/es01/paratera/sce0413/czn/part4/3IA6_frame99/ligand.sdf,3ia6_frame99,8.52,1.944
/es01/paratera/sce0413/czn/part4/3ZMZ_frame51/protein.pdb,/es01/paratera/sce0413/czn/part4/3ZMZ_frame51/ligand.sdf,3zmz_frame51,4.74,3.133
/es01/paratera/sce0413/czn/part4/6G6W_frame11/protein.pdb,/es01/paratera/sce0413/czn/part4/6G6W_frame11/ligand.sdf,6g6w_frame11,9.7,2.501
