receptor,ligand,name,pk,rmsd
/es01/paratera/sce0413/czn/part4/1JET_frame7/protein.pdb,/es01/paratera/sce0413/czn/part4/1JET_frame7/ligand.sdf,1jet_frame7,7.25,0.946
/es01/paratera/sce0413/czn/part4/1O5M_frame35/protein.pdb,/es01/paratera/sce0413/czn/part4/1O5M_frame35/ligand.sdf,1o5m_frame35,8.72,0.795
/es01/paratera/sce0413/czn/part4/3VC4_frame91/protein.pdb,/es01/paratera/sce0413/czn/part4/3VC4_frame91/ligand.sdf,3vc4_frame91,7.62,1.291
/es01/paratera/sce0413/czn/part4/3T5I_frame39/protein.pdb,/es01/paratera/sce0413/czn/part4/3T5I_frame39/ligand.sdf,3t5i_frame39,6.82,1.715
/es01/paratera/sce0413/czn/part4/1DDM_frame15/protein.pdb,/es01/paratera/sce0413/czn/part4/1DDM_frame15/ligand.sdf,1ddm_frame15,5.77,3.34
/es01/paratera/sce0413/czn/part4/4BBF_frame43/protein.pdb,/es01/paratera/sce0413/czn/part4/4BBF_frame43/ligand.sdf,4bbf_frame43,8.66,1.557
/es01/paratera/sce0413/czn/part4/5CW8_frame3/protein.pdb,/es01/paratera/sce0413/czn/part4/5CW8_frame3/ligand.sdf,5cw8_frame3,7.22,1.198
/es01/paratera/sce0413/czn/part4/2A4G_frame75/protein.pdb,/es01/paratera/sce0413/czn/part4/2A4G_frame75/ligand.sdf,2a4g_frame75,7.18,3.391
/es01/paratera/sce0413/czn/part4/2PYN_frame31/protein.pdb,/es01/paratera/sce0413/czn/part4/2PYN_frame31/ligand.sdf,2pyn_frame31,7.57,1.635
/es01/paratera/sce0413/czn/part4/5DV4_frame75/protein.pdb,/es01/paratera/sce0413/czn/part4/5DV4_frame75/ligand.sdf,5dv4_frame75,2.47,6.006
/es01/paratera/sce0413/czn/part4/3ZC5_frame91/protein.pdb,/es01/paratera/sce0413/czn/part4/3ZC5_frame91/ligand.sdf,3zc5_frame91,7.13,1.283
/es01/paratera/sce0413/czn/part4/2WXL_frame95/protein.pdb,/es01/paratera/sce0413/czn/part4/2WXL_frame95/ligand.sdf,2wxl_frame95,8.34,1.096
/es01/paratera/sce0413/czn/part4/6FGC_frame79/protein.pdb,/es01/paratera/sce0413/czn/part4/6FGC_frame79/ligand.sdf,6fgc_frame79,5.48,1.774
/es01/paratera/sce0413/czn/part4/4JR0_frame3/protein.pdb,/es01/paratera/sce0413/czn/part4/4JR0_frame3/ligand.sdf,4jr0_frame3,8.2,2.009
/es01/paratera/sce0413/czn/part4/1HN4_frame55/protein.pdb,/es01/paratera/sce0413/czn/part4/1HN4_frame55/ligand.sdf,1hn4_frame55,3.82,7.308
/es01/paratera/sce0413/czn/part4/4XTP_frame99/protein.pdb,/es01/paratera/sce0413/czn/part4/4XTP_frame99/ligand.sdf,4xtp_frame99,4.26,2.114
/es01/paratera/sce0413/czn/part4/2AUX_frame71/protein.pdb,/es01/paratera/sce0413/czn/part4/2AUX_frame71/ligand.sdf,2aux_frame71,9.3,2.344
/es01/paratera/sce0413/czn/part4/2TMN_frame43/protein.pdb,/es01/paratera/sce0413/czn/part4/2TMN_frame43/ligand.sdf,2tmn_frame43,5.89,2.353
/es01/paratera/sce0413/czn/part4/2PYM_frame15/protein.pdb,/es01/paratera/sce0413/czn/part4/2PYM_frame15/ligand.sdf,2pym_frame15,8.52,3.264
/es01/paratera/sce0413/czn/part4/6MD4_frame87/protein.pdb,/es01/paratera/sce0413/czn/part4/6MD4_frame87/ligand.sdf,6md4_frame87,6.16,4.318
/es01/paratera/sce0413/czn/part4/2OPB_frame3/protein.pdb,/es01/paratera/sce0413/czn/part4/2OPB_frame3/ligand.sdf,2opb_frame3,8.74,1.009
/es01/paratera/sce0413/czn/part4/4YS7_frame91/protein.pdb,/es01/paratera/sce0413/czn/part4/4YS7_frame91/ligand.sdf,4ys7_frame91,9.0,1.432
/es01/paratera/sce0413/czn/part4/1XLZ_frame75/protein.pdb,/es01/paratera/sce0413/czn/part4/1XLZ_frame75/ligand.sdf,1xlz_frame75,6.02,4.471
/es01/paratera/sce0413/czn/part4/4B05_frame3/protein.pdb,/es01/paratera/sce0413/czn/part4/4B05_frame3/ligand.sdf,4b05_frame3,7.58,2.399
/es01/paratera/sce0413/czn/part4/1WAX_frame3/protein.pdb,/es01/paratera/sce0413/czn/part4/1WAX_frame3/ligand.sdf,1wax_frame3,4.07,0.535
/es01/paratera/sce0413/czn/part4/1A09_frame11/protein.pdb,/es01/paratera/sce0413/czn/part4/1A09_frame11/ligand.sdf,1a09_frame11,6.7,1.979
/es01/paratera/sce0413/czn/part4/4QN7_frame7/protein.pdb,/es01/paratera/sce0413/czn/part4/4QN7_frame7/ligand.sdf,4qn7_frame7,9.08,1.104
/es01/paratera/sce0413/czn/part4/4Y4G_frame55/protein.pdb,/es01/paratera/sce0413/czn/part4/4Y4G_frame55/ligand.sdf,4y4g_frame55,2.0,1.561
/es01/paratera/sce0413/czn/part4/4KIP_frame79/protein.pdb,/es01/paratera/sce0413/czn/part4/4KIP_frame79/ligand.sdf,4kip_frame79,8.15,2.327
/es01/paratera/sce0413/czn/part4/1E37_frame91/protein.pdb,/es01/paratera/sce0413/czn/part4/1E37_frame91/ligand.sdf,1e37_frame91,3.7,4.111
/es01/paratera/sce0413/czn/part4/6RNA_frame99/protein.pdb,/es01/paratera/sce0413/czn/part4/6RNA_frame99/ligand.sdf,6rna_frame99,8.3,1.173
/es01/paratera/sce0413/czn/part4/4WPH_frame39/protein.pdb,/es01/paratera/sce0413/czn/part4/4WPH_frame39/ligand.sdf,4wph_frame39,5.8,2.923
/es01/paratera/sce0413/czn/part4/3RWJ_frame67/protein.pdb,/es01/paratera/sce0413/czn/part4/3RWJ_frame67/ligand.sdf,3rwj_frame67,7.8,1.984
/es01/paratera/sce0413/czn/part4/2QQ7_frame63/protein.pdb,/es01/paratera/sce0413/czn/part4/2QQ7_frame63/ligand.sdf,2qq7_frame63,5.24,3.731
/es01/paratera/sce0413/czn/part4/2BET_frame43/protein.pdb,/es01/paratera/sce0413/czn/part4/2BET_frame43/ligand.sdf,2bet_frame43,2.77,2.574
/es01/paratera/sce0413/czn/part4/4PXM_frame47/protein.pdb,/es01/paratera/sce0413/czn/part4/4PXM_frame47/ligand.sdf,4pxm_frame47,8.89,0.438
/es01/paratera/sce0413/czn/part4/6GGV_frame7/protein.pdb,/es01/paratera/sce0413/czn/part4/6GGV_frame7/ligand.sdf,6ggv_frame7,7.54,2.498
/es01/paratera/sce0413/czn/part4/6HK7_frame19/protein.pdb,/es01/paratera/sce0413/czn/part4/6HK7_frame19/ligand.sdf,6hk7_frame19,7.34,4.09
/es01/paratera/sce0413/czn/part4/1VIK_frame51/protein.pdb,/es01/paratera/sce0413/czn/part4/1VIK_frame51/ligand.sdf,1vik_frame51,9.52,1.928
/es01/paratera/sce0413/czn/part4/3UZC_frame31/protein.pdb,/es01/paratera/sce0413/czn/part4/3UZC_frame31/ligand.sdf,3uzc_frame31,9.61,5.973
/es01/paratera/sce0413/czn/part4/2IVU_frame95/protein.pdb,/es01/paratera/sce0413/czn/part4/2IVU_frame95/ligand.sdf,2ivu_frame95,6.43,1.481
/es01/paratera/sce0413/czn/part4/4RX5_frame27/protein.pdb,/es01/paratera/sce0413/czn/part4/4RX5_frame27/ligand.sdf,4rx5_frame27,8.52,0.745
/es01/paratera/sce0413/czn/part4/3SHZ_frame95/protein.pdb,/es01/paratera/sce0413/czn/part4/3SHZ_frame95/ligand.sdf,3shz_frame95,7.44,0.926
/es01/paratera/sce0413/czn/part4/2OH4_frame27/protein.pdb,/es01/paratera/sce0413/czn/part4/2OH4_frame27/ligand.sdf,2oh4_frame27,8.46,0.791
/es01/paratera/sce0413/czn/part4/3FUI_frame91/protein.pdb,/es01/paratera/sce0413/czn/part4/3FUI_frame91/ligand.sdf,3fui_frame91,6.8,2.088
/es01/paratera/sce0413/czn/part4/4R4I_frame71/protein.pdb,/es01/paratera/sce0413/czn/part4/4R4I_frame71/ligand.sdf,4r4i_frame71,6.27,1.329
