receptor,ligand,name,pk,rmsd
/es01/paratera/sce0413/czn/part4/3OYS_frame91/protein.pdb,/es01/paratera/sce0413/czn/part4/3OYS_frame91/ligand.sdf,3oys_frame91,8.05,2.195
/es01/paratera/sce0413/czn/part4/3QO3_frame47/protein.pdb,/es01/paratera/sce0413/czn/part4/3QO3_frame47/ligand.sdf,3qo3_frame47,6.9,4.443
/es01/paratera/sce0413/czn/part4/5FWA_frame91/protein.pdb,/es01/paratera/sce0413/czn/part4/5FWA_frame91/ligand.sdf,5fwa_frame91,4.79,1.296
/es01/paratera/sce0413/czn/part4/6I75_frame71/protein.pdb,/es01/paratera/sce0413/czn/part4/6I75_frame71/ligand.sdf,6i75_frame71,4.64,1.391
/es01/paratera/sce0413/czn/part4/1V0O_frame79/protein.pdb,/es01/paratera/sce0413/czn/part4/1V0O_frame79/ligand.sdf,1v0o_frame79,5.26,1.71
/es01/paratera/sce0413/czn/part4/3B1T_frame15/protein.pdb,/es01/paratera/sce0413/czn/part4/3B1T_frame15/ligand.sdf,3b1t_frame15,5.72,1.941
/es01/paratera/sce0413/czn/part4/3RL8_frame19/protein.pdb,/es01/paratera/sce0413/czn/part4/3RL8_frame19/ligand.sdf,3rl8_frame19,5.98,8.035
/es01/paratera/sce0413/czn/part4/5ABG_frame27/protein.pdb,/es01/paratera/sce0413/czn/part4/5ABG_frame27/ligand.sdf,5abg_frame27,8.05,2.435
/es01/paratera/sce0413/czn/part4/6H76_frame99/protein.pdb,/es01/paratera/sce0413/czn/part4/6H76_frame99/ligand.sdf,6h76_frame99,7.52,1.74
/es01/paratera/sce0413/czn/part4/4YV0_frame7/protein.pdb,/es01/paratera/sce0413/czn/part4/4YV0_frame7/ligand.sdf,4yv0_frame7,7.29,1.729
/es01/paratera/sce0413/czn/part4/3DEK_frame39/protein.pdb,/es01/paratera/sce0413/czn/part4/3DEK_frame39/ligand.sdf,3dek_frame39,7.57,4.488
/es01/paratera/sce0413/czn/part4/6NT2_frame79/protein.pdb,/es01/paratera/sce0413/czn/part4/6NT2_frame79/ligand.sdf,6nt2_frame79,8.82,5.089
/es01/paratera/sce0413/czn/part4/2ZE1_frame7/protein.pdb,/es01/paratera/sce0413/czn/part4/2ZE1_frame7/ligand.sdf,2ze1_frame7,6.22,1.052
/es01/paratera/sce0413/czn/part4/2NCZ_frame31/protein.pdb,/es01/paratera/sce0413/czn/part4/2NCZ_frame31/ligand.sdf,2ncz_frame31,3.85,6.853
/es01/paratera/sce0413/czn/part4/3T84_frame43/protein.pdb,/es01/paratera/sce0413/czn/part4/3T84_frame43/ligand.sdf,3t84_frame43,6.97,1.352
/es01/paratera/sce0413/czn/part4/1G35_frame91/protein.pdb,/es01/paratera/sce0413/czn/part4/1G35_frame91/ligand.sdf,1g35_frame91,8.14,2.625
/es01/paratera/sce0413/czn/part4/6KZC_frame31/protein.pdb,/es01/paratera/sce0413/czn/part4/6KZC_frame31/ligand.sdf,6kzc_frame31,8.53,1.157
/es01/paratera/sce0413/czn/part4/6O9B_frame15/protein.pdb,/es01/paratera/sce0413/czn/part4/6O9B_frame15/ligand.sdf,6o9b_frame15,7.55,1.247
/es01/paratera/sce0413/czn/part4/3FXW_frame95/protein.pdb,/es01/paratera/sce0413/czn/part4/3FXW_frame95/ligand.sdf,3fxw_frame95,5.96,0.915
/es01/paratera/sce0413/czn/part4/3VBT_frame43/protein.pdb,/es01/paratera/sce0413/czn/part4/3VBT_frame43/ligand.sdf,3vbt_frame43,4.43,1.506
/es01/paratera/sce0413/czn/part4/1QFT_frame47/protein.pdb,/es01/paratera/sce0413/czn/part4/1QFT_frame47/ligand.sdf,1qft_frame47,8.77,2.845
/es01/paratera/sce0413/czn/part4/3KCF_frame71/protein.pdb,/es01/paratera/sce0413/czn/part4/3KCF_frame71/ligand.sdf,3kcf_frame71,7.46,0.868
/es01/paratera/sce0413/czn/part4/2G9X_frame43/protein.pdb,/es01/paratera/sce0413/czn/part4/2G9X_frame43/ligand.sdf,2g9x_frame43,7.35,2.258
/es01/paratera/sce0413/czn/part4/1W3K_frame3/protein.pdb,/es01/paratera/sce0413/czn/part4/1W3K_frame3/ligand.sdf,1w3k_frame3,4.3,0.742
/es01/paratera/sce0413/czn/part4/6QHA_frame63/protein.pdb,/es01/paratera/sce0413/czn/part4/6QHA_frame63/ligand.sdf,6qha_frame63,5.3,1.198
/es01/paratera/sce0413/czn/part4/3HEK_frame23/protein.pdb,/es01/paratera/sce0413/czn/part4/3HEK_frame23/ligand.sdf,3hek_frame23,8.27,1.435
/es01/paratera/sce0413/czn/part4/4JX7_frame3/protein.pdb,/es01/paratera/sce0413/czn/part4/4JX7_frame3/ligand.sdf,4jx7_frame3,6.91,2.389
/es01/paratera/sce0413/czn/part4/4MUK_frame55/protein.pdb,/es01/paratera/sce0413/czn/part4/4MUK_frame55/ligand.sdf,4muk_frame55,6.6,2.704
/es01/paratera/sce0413/czn/part4/4M5N_frame55/protein.pdb,/es01/paratera/sce0413/czn/part4/4M5N_frame55/ligand.sdf,4m5n_frame55,5.12,1.717
/es01/paratera/sce0413/czn/part4/2G70_frame99/protein.pdb,/es01/paratera/sce0413/czn/part4/2G70_frame99/ligand.sdf,2g70_frame99,8.89,1.077
/es01/paratera/sce0413/czn/part4/4UOF_frame3/protein.pdb,/es01/paratera/sce0413/czn/part4/4UOF_frame3/ligand.sdf,4uof_frame3,4.84,1.869
/es01/paratera/sce0413/czn/part4/1W0Z_frame3/protein.pdb,/es01/paratera/sce0413/czn/part4/1W0Z_frame3/ligand.sdf,1w0z_frame3,8.7,0.786
/es01/paratera/sce0413/czn/part4/1MTR_frame75/protein.pdb,/es01/paratera/sce0413/czn/part4/1MTR_frame75/ligand.sdf,1mtr_frame75,8.4,1.214
/es01/paratera/sce0413/czn/part4/3PRS_frame71/protein.pdb,/es01/paratera/sce0413/czn/part4/3PRS_frame71/ligand.sdf,3prs_frame71,7.82,6.795
/es01/paratera/sce0413/czn/part4/1RST_frame31/protein.pdb,/es01/paratera/sce0413/czn/part4/1RST_frame31/ligand.sdf,1rst_frame31,4.43,4.334
/es01/paratera/sce0413/czn/part4/6JWA_frame59/protein.pdb,/es01/paratera/sce0413/czn/part4/6JWA_frame59/ligand.sdf,6jwa_frame59,4.96,1.869
/es01/paratera/sce0413/czn/part4/4UA8_frame39/protein.pdb,/es01/paratera/sce0413/czn/part4/4UA8_frame39/ligand.sdf,4ua8_frame39,6.54,0.676
/es01/paratera/sce0413/czn/part4/1P0Y_frame83/protein.pdb,/es01/paratera/sce0413/czn/part4/1P0Y_frame83/ligand.sdf,1p0y_frame83,1.0,2.633
/es01/paratera/sce0413/czn/part4/2Z60_frame11/protein.pdb,/es01/paratera/sce0413/czn/part4/2Z60_frame11/ligand.sdf,2z60_frame11,8.05,0.883
/es01/paratera/sce0413/czn/part4/4Z1Q_frame79/protein.pdb,/es01/paratera/sce0413/czn/part4/4Z1Q_frame79/ligand.sdf,4z1q_frame79,7.82,2.392
/es01/paratera/sce0413/czn/part4/3SKF_frame47/protein.pdb,/es01/paratera/sce0413/czn/part4/3SKF_frame47/ligand.sdf,3skf_frame47,8.3,2.5
