receptor,ligand,name,pk,rmsd
/es01/paratera/sce0413/czn/part4/3EJP_frame39/protein.pdb,/es01/paratera/sce0413/czn/part4/3EJP_frame39/ligand.sdf,3ejp_frame39,8.57,1.067
/es01/paratera/sce0413/czn/part4/3S7F_frame7/protein.pdb,/es01/paratera/sce0413/czn/part4/3S7F_frame7/ligand.sdf,3s7f_frame7,5.43,1.973
/es01/paratera/sce0413/czn/part4/1LVU_frame63/protein.pdb,/es01/paratera/sce0413/czn/part4/1LVU_frame63/ligand.sdf,1lvu_frame63,5.32,5.498
/es01/paratera/sce0413/czn/part4/6Q4E_frame23/protein.pdb,/es01/paratera/sce0413/czn/part4/6Q4E_frame23/ligand.sdf,6q4e_frame23,3.46,4.011
/es01/paratera/sce0413/czn/part4/1IIQ_frame55/protein.pdb,/es01/paratera/sce0413/czn/part4/1IIQ_frame55/ligand.sdf,1iiq_frame55,7.48,0.892
/es01/paratera/sce0413/czn/part4/6R8O_frame7/protein.pdb,/es01/paratera/sce0413/czn/part4/6R8O_frame7/ligand.sdf,6r8o_frame7,8.22,0.597
/es01/paratera/sce0413/czn/part4/2PJL_frame67/protein.pdb,/es01/paratera/sce0413/czn/part4/2PJL_frame67/ligand.sdf,2pjl_frame67,6.72,4.263
/es01/paratera/sce0413/czn/part4/2DS1_frame15/protein.pdb,/es01/paratera/sce0413/czn/part4/2DS1_frame15/ligand.sdf,2ds1_frame15,8.47,3.531
/es01/paratera/sce0413/czn/part4/6SDC_frame79/protein.pdb,/es01/paratera/sce0413/czn/part4/6SDC_frame79/ligand.sdf,6sdc_frame79,8.9,1.212
/es01/paratera/sce0413/czn/part4/4K60_frame83/protein.pdb,/es01/paratera/sce0413/czn/part4/4K60_frame83/ligand.sdf,4k60_frame83,3.24,0.768
/es01/paratera/sce0413/czn/part4/6MDB_frame91/protein.pdb,/es01/paratera/sce0413/czn/part4/6MDB_frame91/ligand.sdf,6mdb_frame91,7.17,2.309
/es01/paratera/sce0413/czn/part4/6G0V_frame63/protein.pdb,/es01/paratera/sce0413/czn/part4/6G0V_frame63/ligand.sdf,6g0v_frame63,3.78,1.103
/es01/paratera/sce0413/czn/part4/4ZIP_frame23/protein.pdb,/es01/paratera/sce0413/czn/part4/4ZIP_frame23/ligand.sdf,4zip_frame23,9.68,1.825
/es01/paratera/sce0413/czn/part4/1BNQ_frame39/protein.pdb,/es01/paratera/sce0413/czn/part4/1BNQ_frame39/ligand.sdf,1bnq_frame39,9.49,1.81
/es01/paratera/sce0413/czn/part4/6P87_frame55/protein.pdb,/es01/paratera/sce0413/czn/part4/6P87_frame55/ligand.sdf,6p87_frame55,4.6,1.424
/es01/paratera/sce0413/czn/part4/5HCL_frame83/protein.pdb,/es01/paratera/sce0413/czn/part4/5HCL_frame83/ligand.sdf,5hcl_frame83,2.22,1.117
/es01/paratera/sce0413/czn/part4/2XP7_frame23/protein.pdb,/es01/paratera/sce0413/czn/part4/2XP7_frame23/ligand.sdf,2xp7_frame23,5.77,1.317
/es01/paratera/sce0413/czn/part4/2JFH_frame67/protein.pdb,/es01/paratera/sce0413/czn/part4/2JFH_frame67/ligand.sdf,2jfh_frame67,3.06,2.543
/es01/paratera/sce0413/czn/part4/3IKG_frame35/protein.pdb,/es01/paratera/sce0413/czn/part4/3IKG_frame35/ligand.sdf,3ikg_frame35,7.24,2.351
/es01/paratera/sce0413/czn/part4/6HRX_frame51/protein.pdb,/es01/paratera/sce0413/czn/part4/6HRX_frame51/ligand.sdf,6hrx_frame51,5.1,5.427
/es01/paratera/sce0413/czn/part4/6G2M_frame27/protein.pdb,/es01/paratera/sce0413/czn/part4/6G2M_frame27/ligand.sdf,6g2m_frame27,7.82,6.185
/es01/paratera/sce0413/czn/part4/1S26_frame87/protein.pdb,/es01/paratera/sce0413/czn/part4/1S26_frame87/ligand.sdf,1s26_frame87,3.07,4.824
/es01/paratera/sce0413/czn/part4/6H7K_frame87/protein.pdb,/es01/paratera/sce0413/czn/part4/6H7K_frame87/ligand.sdf,6h7k_frame87,9.31,7.365
/es01/paratera/sce0413/czn/part4/2VWO_frame27/protein.pdb,/es01/paratera/sce0413/czn/part4/2VWO_frame27/ligand.sdf,2vwo_frame27,7.51,1.815
