receptor,ligand,name,pk,rmsd
/es01/paratera/sce0413/czn/part4/3ZLR_frame47/protein.pdb,/es01/paratera/sce0413/czn/part4/3ZLR_frame47/ligand.sdf,3zlr_frame47,9.26,1.802
/es01/paratera/sce0413/czn/part4/3SL8_frame23/protein.pdb,/es01/paratera/sce0413/czn/part4/3SL8_frame23/ligand.sdf,3sl8_frame23,6.54,2.134
/es01/paratera/sce0413/czn/part4/3HVH_frame83/protein.pdb,/es01/paratera/sce0413/czn/part4/3HVH_frame83/ligand.sdf,3hvh_frame83,8.52,1.974
/es01/paratera/sce0413/czn/part4/6F6R_frame99/protein.pdb,/es01/paratera/sce0413/czn/part4/6F6R_frame99/ligand.sdf,6f6r_frame99,8.25,2.534
/es01/paratera/sce0413/czn/part4/2W6P_frame51/protein.pdb,/es01/paratera/sce0413/czn/part4/2W6P_frame51/ligand.sdf,2w6p_frame51,6.48,1.347
/es01/paratera/sce0413/czn/part4/2K00_frame63/protein.pdb,/es01/paratera/sce0413/czn/part4/2K00_frame63/ligand.sdf,2k00_frame63,4.62,5.775
/es01/paratera/sce0413/czn/part4/3BLU_frame59/protein.pdb,/es01/paratera/sce0413/czn/part4/3BLU_frame59/ligand.sdf,3blu_frame59,3.54,6.715
/es01/paratera/sce0413/czn/part4/1OD8_frame59/protein.pdb,/es01/paratera/sce0413/czn/part4/1OD8_frame59/ligand.sdf,1od8_frame59,5.1,2.922
/es01/paratera/sce0413/czn/part4/2QWF_frame83/protein.pdb,/es01/paratera/sce0413/czn/part4/2QWF_frame83/ligand.sdf,2qwf_frame83,5.67,1.785
/es01/paratera/sce0413/czn/part4/1XP0_frame43/protein.pdb,/es01/paratera/sce0413/czn/part4/1XP0_frame43/ligand.sdf,1xp0_frame43,9.0,4.601
/es01/paratera/sce0413/czn/part4/1W0Z_frame59/protein.pdb,/es01/paratera/sce0413/czn/part4/1W0Z_frame59/ligand.sdf,1w0z_frame59,8.7,1.084
/es01/paratera/sce0413/czn/part4/6NWC_frame79/protein.pdb,/es01/paratera/sce0413/czn/part4/6NWC_frame79/ligand.sdf,6nwc_frame79,7.74,1.927
/es01/paratera/sce0413/czn/part4/4QWG_frame83/protein.pdb,/es01/paratera/sce0413/czn/part4/4QWG_frame83/ligand.sdf,4qwg_frame83,5.97,2.859
/es01/paratera/sce0413/czn/part4/1NC1_frame71/protein.pdb,/es01/paratera/sce0413/czn/part4/1NC1_frame71/ligand.sdf,1nc1_frame71,6.12,0.891
/es01/paratera/sce0413/czn/part4/3V6S_frame3/protein.pdb,/es01/paratera/sce0413/czn/part4/3V6S_frame3/ligand.sdf,3v6s_frame3,9.12,3.839
/es01/paratera/sce0413/czn/part4/3L58_frame15/protein.pdb,/es01/paratera/sce0413/czn/part4/3L58_frame15/ligand.sdf,3l58_frame15,8.1,1.546
/es01/paratera/sce0413/czn/part4/4N5D_frame99/protein.pdb,/es01/paratera/sce0413/czn/part4/4N5D_frame99/ligand.sdf,4n5d_frame99,5.47,3.174
/es01/paratera/sce0413/czn/part4/5H22_frame27/protein.pdb,/es01/paratera/sce0413/czn/part4/5H22_frame27/ligand.sdf,5h22_frame27,7.44,2.455
/es01/paratera/sce0413/czn/part4/3C4F_frame51/protein.pdb,/es01/paratera/sce0413/czn/part4/3C4F_frame51/ligand.sdf,3c4f_frame51,5.72,1.273
/es01/paratera/sce0413/czn/part4/3LZB_frame3/protein.pdb,/es01/paratera/sce0413/czn/part4/3LZB_frame3/ligand.sdf,3lzb_frame3,7.2,0.977
/es01/paratera/sce0413/czn/part4/6F96_frame7/protein.pdb,/es01/paratera/sce0413/czn/part4/6F96_frame7/ligand.sdf,6f96_frame7,7.72,1.747
/es01/paratera/sce0413/czn/part4/1CIL_frame91/protein.pdb,/es01/paratera/sce0413/czn/part4/1CIL_frame91/ligand.sdf,1cil_frame91,9.43,3.166
/es01/paratera/sce0413/czn/part4/3MBZ_frame91/protein.pdb,/es01/paratera/sce0413/czn/part4/3MBZ_frame91/ligand.sdf,3mbz_frame91,5.8,3.067
/es01/paratera/sce0413/czn/part4/3VVY_frame79/protein.pdb,/es01/paratera/sce0413/czn/part4/3VVY_frame79/ligand.sdf,3vvy_frame79,4.84,2.888
/es01/paratera/sce0413/czn/part4/1PY5_frame19/protein.pdb,/es01/paratera/sce0413/czn/part4/1PY5_frame19/ligand.sdf,1py5_frame19,7.29,1.039
/es01/paratera/sce0413/czn/part4/6QZ7_frame3/protein.pdb,/es01/paratera/sce0413/czn/part4/6QZ7_frame3/ligand.sdf,6qz7_frame3,6.49,2.212
/es01/paratera/sce0413/czn/part4/6FU5_frame27/protein.pdb,/es01/paratera/sce0413/czn/part4/6FU5_frame27/ligand.sdf,6fu5_frame27,7.5,1.331
/es01/paratera/sce0413/czn/part4/5HLP_frame71/protein.pdb,/es01/paratera/sce0413/czn/part4/5HLP_frame71/ligand.sdf,5hlp_frame71,7.27,1.401
/es01/paratera/sce0413/czn/part4/4C1C_frame43/protein.pdb,/es01/paratera/sce0413/czn/part4/4C1C_frame43/ligand.sdf,4c1c_frame43,7.14,3.037
/es01/paratera/sce0413/czn/part4/5IZ9_frame35/protein.pdb,/es01/paratera/sce0413/czn/part4/5IZ9_frame35/ligand.sdf,5iz9_frame35,5.42,1.794
/es01/paratera/sce0413/czn/part4/3GI4_frame11/protein.pdb,/es01/paratera/sce0413/czn/part4/3GI4_frame11/ligand.sdf,3gi4_frame11,11.22,4.475
/es01/paratera/sce0413/czn/part4/6MO8_frame11/protein.pdb,/es01/paratera/sce0413/czn/part4/6MO8_frame11/ligand.sdf,6mo8_frame11,5.84,1.976
/es01/paratera/sce0413/czn/part4/2F5T_frame27/protein.pdb,/es01/paratera/sce0413/czn/part4/2F5T_frame27/ligand.sdf,2f5t_frame27,5.17,1.178
/es01/paratera/sce0413/czn/part4/3BEA_frame87/protein.pdb,/es01/paratera/sce0413/czn/part4/3BEA_frame87/ligand.sdf,3bea_frame87,8.15,2.074
/es01/paratera/sce0413/czn/part4/3K23_frame39/protein.pdb,/es01/paratera/sce0413/czn/part4/3K23_frame39/ligand.sdf,3k23_frame39,8.2,1.504
/es01/paratera/sce0413/czn/part4/3HY5_frame75/protein.pdb,/es01/paratera/sce0413/czn/part4/3HY5_frame75/ligand.sdf,3hy5_frame75,7.7,2.73
/es01/paratera/sce0413/czn/part4/4PGC_frame83/protein.pdb,/es01/paratera/sce0413/czn/part4/4PGC_frame83/ligand.sdf,4pgc_frame83,5.88,2.799
/es01/paratera/sce0413/czn/part4/3W5E_frame15/protein.pdb,/es01/paratera/sce0413/czn/part4/3W5E_frame15/ligand.sdf,3w5e_frame15,7.96,2.586
/es01/paratera/sce0413/czn/part4/3SUT_frame39/protein.pdb,/es01/paratera/sce0413/czn/part4/3SUT_frame39/ligand.sdf,3sut_frame39,7.85,1.896
/es01/paratera/sce0413/czn/part4/1V2L_frame47/protein.pdb,/es01/paratera/sce0413/czn/part4/1V2L_frame47/ligand.sdf,1v2l_frame47,4.29,0.329
/es01/paratera/sce0413/czn/part4/3DPK_frame31/protein.pdb,/es01/paratera/sce0413/czn/part4/3DPK_frame31/ligand.sdf,3dpk_frame31,8.39,2.894
/es01/paratera/sce0413/czn/part4/2Q72_frame43/protein.pdb,/es01/paratera/sce0413/czn/part4/2Q72_frame43/ligand.sdf,2q72_frame43,2.68,1.851
/es01/paratera/sce0413/czn/part4/2X6D_frame7/protein.pdb,/es01/paratera/sce0413/czn/part4/2X6D_frame7/ligand.sdf,2x6d_frame7,7.92,2.195
/es01/paratera/sce0413/czn/part4/4YO8_frame95/protein.pdb,/es01/paratera/sce0413/czn/part4/4YO8_frame95/ligand.sdf,4yo8_frame95,10.52,0.785
/es01/paratera/sce0413/czn/part4/5CEH_frame55/protein.pdb,/es01/paratera/sce0413/czn/part4/5CEH_frame55/ligand.sdf,5ceh_frame55,8.0,2.588
/es01/paratera/sce0413/czn/part4/4Z1N_frame39/protein.pdb,/es01/paratera/sce0413/czn/part4/4Z1N_frame39/ligand.sdf,4z1n_frame39,8.23,1.715
/es01/paratera/sce0413/czn/part4/3RLP_frame51/protein.pdb,/es01/paratera/sce0413/czn/part4/3RLP_frame51/ligand.sdf,3rlp_frame51,7.52,1.131
/es01/paratera/sce0413/czn/part4/1Z34_frame43/protein.pdb,/es01/paratera/sce0413/czn/part4/1Z34_frame43/ligand.sdf,1z34_frame43,3.38,1.099
/es01/paratera/sce0413/czn/part4/5EI8_frame83/protein.pdb,/es01/paratera/sce0413/czn/part4/5EI8_frame83/ligand.sdf,5ei8_frame83,8.1,1.146
/es01/paratera/sce0413/czn/part4/2YFX_frame71/protein.pdb,/es01/paratera/sce0413/czn/part4/2YFX_frame71/ligand.sdf,2yfx_frame71,8.09,0.96
/es01/paratera/sce0413/czn/part4/2PRE_frame19/protein.pdb,/es01/paratera/sce0413/czn/part4/2PRE_frame19/ligand.sdf,2pre_frame19,7.12,3.811
/es01/paratera/sce0413/czn/part4/3OKV_frame99/protein.pdb,/es01/paratera/sce0413/czn/part4/3OKV_frame99/ligand.sdf,3okv_frame99,6.23,1.12
/es01/paratera/sce0413/czn/part4/2XNP_frame83/protein.pdb,/es01/paratera/sce0413/czn/part4/2XNP_frame83/ligand.sdf,2xnp_frame83,6.44,1.763
/es01/paratera/sce0413/czn/part4/3RF4_frame19/protein.pdb,/es01/paratera/sce0413/czn/part4/3RF4_frame19/ligand.sdf,3rf4_frame19,6.25,2.034
/es01/paratera/sce0413/czn/part4/3WBL_frame71/protein.pdb,/es01/paratera/sce0413/czn/part4/3WBL_frame71/ligand.sdf,3wbl_frame71,4.64,2.767
/es01/paratera/sce0413/czn/part4/1QWE_frame87/protein.pdb,/es01/paratera/sce0413/czn/part4/1QWE_frame87/ligand.sdf,1qwe_frame87,5.92,8.976
/es01/paratera/sce0413/czn/part4/3G08_frame19/protein.pdb,/es01/paratera/sce0413/czn/part4/3G08_frame19/ligand.sdf,3g08_frame19,8.16,1.286
/es01/paratera/sce0413/czn/part4/1UTJ_frame7/protein.pdb,/es01/paratera/sce0413/czn/part4/1UTJ_frame7/ligand.sdf,1utj_frame7,3.84,0.586
/es01/paratera/sce0413/czn/part4/4LQY_frame39/protein.pdb,/es01/paratera/sce0413/czn/part4/4LQY_frame39/ligand.sdf,4lqy_frame39,3.89,3.751
/es01/paratera/sce0413/czn/part4/5A3O_frame91/protein.pdb,/es01/paratera/sce0413/czn/part4/5A3O_frame91/ligand.sdf,5a3o_frame91,4.73,3.661
/es01/paratera/sce0413/czn/part4/4YVE_frame11/protein.pdb,/es01/paratera/sce0413/czn/part4/4YVE_frame11/ligand.sdf,4yve_frame11,7.0,1.515
/es01/paratera/sce0413/czn/part4/2UW4_frame47/protein.pdb,/es01/paratera/sce0413/czn/part4/2UW4_frame47/ligand.sdf,2uw4_frame47,5.28,2.725
/es01/paratera/sce0413/czn/part4/4Q6E_frame7/protein.pdb,/es01/paratera/sce0413/czn/part4/4Q6E_frame7/ligand.sdf,4q6e_frame7,6.18,5.762
/es01/paratera/sce0413/czn/part4/3TIC_frame79/protein.pdb,/es01/paratera/sce0413/czn/part4/3TIC_frame79/ligand.sdf,3tic_frame79,8.87,2.313
/es01/paratera/sce0413/czn/part4/4D2S_frame91/protein.pdb,/es01/paratera/sce0413/czn/part4/4D2S_frame91/ligand.sdf,4d2s_frame91,7.7,1.703
/es01/paratera/sce0413/czn/part4/2BES_frame31/protein.pdb,/es01/paratera/sce0413/czn/part4/2BES_frame31/ligand.sdf,2bes_frame31,4.24,1.898
/es01/paratera/sce0413/czn/part4/3CF9_frame39/protein.pdb,/es01/paratera/sce0413/czn/part4/3CF9_frame39/ligand.sdf,3cf9_frame39,4.83,1.259
/es01/paratera/sce0413/czn/part4/3BXF_frame79/protein.pdb,/es01/paratera/sce0413/czn/part4/3BXF_frame79/ligand.sdf,3bxf_frame79,5.54,1.395
/es01/paratera/sce0413/czn/part4/4UJ9_frame91/protein.pdb,/es01/paratera/sce0413/czn/part4/4UJ9_frame91/ligand.sdf,4uj9_frame91,8.7,1.643
/es01/paratera/sce0413/czn/part4/2A0T_frame39/protein.pdb,/es01/paratera/sce0413/czn/part4/2A0T_frame39/ligand.sdf,2a0t_frame39,4.82,6.119
/es01/paratera/sce0413/czn/part4/3UVL_frame91/protein.pdb,/es01/paratera/sce0413/czn/part4/3UVL_frame91/ligand.sdf,3uvl_frame91,5.69,2.488
/es01/paratera/sce0413/czn/part4/3V7X_frame87/protein.pdb,/es01/paratera/sce0413/czn/part4/3V7X_frame87/ligand.sdf,3v7x_frame87,8.57,3.842
/es01/paratera/sce0413/czn/part4/3Q44_frame79/protein.pdb,/es01/paratera/sce0413/czn/part4/3Q44_frame79/ligand.sdf,3q44_frame79,6.31,1.949
/es01/paratera/sce0413/czn/part4/3RE4_frame71/protein.pdb,/es01/paratera/sce0413/czn/part4/3RE4_frame71/ligand.sdf,3re4_frame71,7.4,2.036
