receptor,ligand,name,pk,rmsd
/es01/paratera/sce0413/czn/part4/4RYD_frame59/protein.pdb,/es01/paratera/sce0413/czn/part4/4RYD_frame59/ligand.sdf,4ryd_frame59,11.26,1.997
/es01/paratera/sce0413/czn/part4/2X2I_frame7/protein.pdb,/es01/paratera/sce0413/czn/part4/2X2I_frame7/ligand.sdf,2x2i_frame7,8.7,1.017
/es01/paratera/sce0413/czn/part4/6P1L_frame59/protein.pdb,/es01/paratera/sce0413/czn/part4/6P1L_frame59/ligand.sdf,6p1l_frame59,8.7,1.462
/es01/paratera/sce0413/czn/part4/3G9E_frame31/protein.pdb,/es01/paratera/sce0413/czn/part4/3G9E_frame31/ligand.sdf,3g9e_frame31,7.72,1.491
/es01/paratera/sce0413/czn/part4/4C3K_frame19/protein.pdb,/es01/paratera/sce0413/czn/part4/4C3K_frame19/ligand.sdf,4c3k_frame19,4.97,2.202
/es01/paratera/sce0413/czn/part4/2MLM_frame15/protein.pdb,/es01/paratera/sce0413/czn/part4/2MLM_frame15/ligand.sdf,2mlm_frame15,5.21,3.564
/es01/paratera/sce0413/czn/part4/4L2G_frame43/protein.pdb,/es01/paratera/sce0413/czn/part4/4L2G_frame43/ligand.sdf,4l2g_frame43,6.68,1.085
/es01/paratera/sce0413/czn/part4/6G7F_frame47/protein.pdb,/es01/paratera/sce0413/czn/part4/6G7F_frame47/ligand.sdf,6g7f_frame47,5.84,2.542
/es01/paratera/sce0413/czn/part4/6UWV_frame51/protein.pdb,/es01/paratera/sce0413/czn/part4/6UWV_frame51/ligand.sdf,6uwv_frame51,8.0,3.194
/es01/paratera/sce0413/czn/part4/4UVW_frame27/protein.pdb,/es01/paratera/sce0413/czn/part4/4UVW_frame27/ligand.sdf,4uvw_frame27,7.72,1.363
/es01/paratera/sce0413/czn/part4/4RLT_frame11/protein.pdb,/es01/paratera/sce0413/czn/part4/4RLT_frame11/ligand.sdf,4rlt_frame11,4.96,2.388
/es01/paratera/sce0413/czn/part4/3UIL_frame59/protein.pdb,/es01/paratera/sce0413/czn/part4/3UIL_frame59/ligand.sdf,3uil_frame59,6.0,5.999
/es01/paratera/sce0413/czn/part4/2OI0_frame67/protein.pdb,/es01/paratera/sce0413/czn/part4/2OI0_frame67/ligand.sdf,2oi0_frame67,7.55,4.216
/es01/paratera/sce0413/czn/part4/3OSW_frame63/protein.pdb,/es01/paratera/sce0413/czn/part4/3OSW_frame63/ligand.sdf,3osw_frame63,6.15,1.01
/es01/paratera/sce0413/czn/part4/1CNY_frame47/protein.pdb,/es01/paratera/sce0413/czn/part4/1CNY_frame47/ligand.sdf,1cny_frame47,7.85,7.821
/es01/paratera/sce0413/czn/part4/5IEE_frame67/protein.pdb,/es01/paratera/sce0413/czn/part4/5IEE_frame67/ligand.sdf,5iee_frame67,4.94,0.711
/es01/paratera/sce0413/czn/part4/4D7B_frame55/protein.pdb,/es01/paratera/sce0413/czn/part4/4D7B_frame55/ligand.sdf,4d7b_frame55,7.68,1.552
/es01/paratera/sce0413/czn/part4/3EQR_frame83/protein.pdb,/es01/paratera/sce0413/czn/part4/3EQR_frame83/ligand.sdf,3eqr_frame83,8.7,1.601
/es01/paratera/sce0413/czn/part4/4L7F_frame67/protein.pdb,/es01/paratera/sce0413/czn/part4/4L7F_frame67/ligand.sdf,4l7f_frame67,6.8,1.113
