receptor,ligand,name,pk,rmsd
/es01/paratera/sce0413/czn/part4/6HV7_frame91/protein.pdb,/es01/paratera/sce0413/czn/part4/6HV7_frame91/ligand.sdf,6hv7_frame91,5.19,1.592
/es01/paratera/sce0413/czn/part4/2I0Y_frame79/protein.pdb,/es01/paratera/sce0413/czn/part4/2I0Y_frame79/ligand.sdf,2i0y_frame79,7.62,1.423
/es01/paratera/sce0413/czn/part4/4BHF_frame43/protein.pdb,/es01/paratera/sce0413/czn/part4/4BHF_frame43/ligand.sdf,4bhf_frame43,3.46,1.975
/es01/paratera/sce0413/czn/part4/1FPI_frame67/protein.pdb,/es01/paratera/sce0413/czn/part4/1FPI_frame67/ligand.sdf,1fpi_frame67,5.89,0.971
/es01/paratera/sce0413/czn/part4/1BQO_frame23/protein.pdb,/es01/paratera/sce0413/czn/part4/1BQO_frame23/ligand.sdf,1bqo_frame23,7.74,4.287
/es01/paratera/sce0413/czn/part4/1O3B_frame63/protein.pdb,/es01/paratera/sce0413/czn/part4/1O3B_frame63/ligand.sdf,1o3b_frame63,7.13,2.149
/es01/paratera/sce0413/czn/part4/2IMA_frame55/protein.pdb,/es01/paratera/sce0413/czn/part4/2IMA_frame55/ligand.sdf,2ima_frame55,6.52,0.722
/es01/paratera/sce0413/czn/part4/2PQC_frame27/protein.pdb,/es01/paratera/sce0413/czn/part4/2PQC_frame27/ligand.sdf,2pqc_frame27,5.74,1.203
/es01/paratera/sce0413/czn/part4/2OP3_frame99/protein.pdb,/es01/paratera/sce0413/czn/part4/2OP3_frame99/ligand.sdf,2op3_frame99,6.31,3.181
/es01/paratera/sce0413/czn/part4/4UFH_frame43/protein.pdb,/es01/paratera/sce0413/czn/part4/4UFH_frame43/ligand.sdf,4ufh_frame43,6.42,1.723
/es01/paratera/sce0413/czn/part4/1P28_frame75/protein.pdb,/es01/paratera/sce0413/czn/part4/1P28_frame75/ligand.sdf,1p28_frame75,5.42,2.789
/es01/paratera/sce0413/czn/part4/6JB0_frame99/protein.pdb,/es01/paratera/sce0413/czn/part4/6JB0_frame99/ligand.sdf,6jb0_frame99,7.24,0.687
/es01/paratera/sce0413/czn/part4/1GI1_frame79/protein.pdb,/es01/paratera/sce0413/czn/part4/1GI1_frame79/ligand.sdf,1gi1_frame79,5.47,2.001
/es01/paratera/sce0413/czn/part4/3WTI_frame31/protein.pdb,/es01/paratera/sce0413/czn/part4/3WTI_frame31/ligand.sdf,3wti_frame31,5.9,4.715
/es01/paratera/sce0413/czn/part4/5C2A_frame63/protein.pdb,/es01/paratera/sce0413/czn/part4/5C2A_frame63/ligand.sdf,5c2a_frame63,8.32,8.598
/es01/paratera/sce0413/czn/part4/1H3A_frame27/protein.pdb,/es01/paratera/sce0413/czn/part4/1H3A_frame27/ligand.sdf,1h3a_frame27,6.55,1.919
/es01/paratera/sce0413/czn/part4/3EHY_frame95/protein.pdb,/es01/paratera/sce0413/czn/part4/3EHY_frame95/ligand.sdf,3ehy_frame95,5.85,2.71
/es01/paratera/sce0413/czn/part4/1FL6_frame79/protein.pdb,/es01/paratera/sce0413/czn/part4/1FL6_frame79/ligand.sdf,1fl6_frame79,7.43,2.975
/es01/paratera/sce0413/czn/part4/4XPJ_frame23/protein.pdb,/es01/paratera/sce0413/czn/part4/4XPJ_frame23/ligand.sdf,4xpj_frame23,5.09,7.163
/es01/paratera/sce0413/czn/part4/2O48_frame11/protein.pdb,/es01/paratera/sce0413/czn/part4/2O48_frame11/ligand.sdf,2o48_frame11,6.01,4.188
/es01/paratera/sce0413/czn/part4/3PWD_frame47/protein.pdb,/es01/paratera/sce0413/czn/part4/3PWD_frame47/ligand.sdf,3pwd_frame47,6.66,3.104
/es01/paratera/sce0413/czn/part4/4BO0_frame63/protein.pdb,/es01/paratera/sce0413/czn/part4/4BO0_frame63/ligand.sdf,4bo0_frame63,6.7,1.032
/es01/paratera/sce0413/czn/part4/2ZZ2_frame51/protein.pdb,/es01/paratera/sce0413/czn/part4/2ZZ2_frame51/ligand.sdf,2zz2_frame51,4.54,1.107
/es01/paratera/sce0413/czn/part4/4CFV_frame7/protein.pdb,/es01/paratera/sce0413/czn/part4/4CFV_frame7/ligand.sdf,4cfv_frame7,4.63,2.398
/es01/paratera/sce0413/czn/part4/3N45_frame75/protein.pdb,/es01/paratera/sce0413/czn/part4/3N45_frame75/ligand.sdf,3n45_frame75,3.3,3.467
/es01/paratera/sce0413/czn/part4/3LS4_frame95/protein.pdb,/es01/paratera/sce0413/czn/part4/3LS4_frame95/ligand.sdf,3ls4_frame95,6.3,1.897
/es01/paratera/sce0413/czn/part4/4BF1_frame67/protein.pdb,/es01/paratera/sce0413/czn/part4/4BF1_frame67/ligand.sdf,4bf1_frame67,8.62,1.31
/es01/paratera/sce0413/czn/part4/5AVF_frame11/protein.pdb,/es01/paratera/sce0413/czn/part4/5AVF_frame11/ligand.sdf,5avf_frame11,5.49,0.594
/es01/paratera/sce0413/czn/part4/1A08_frame83/protein.pdb,/es01/paratera/sce0413/czn/part4/1A08_frame83/ligand.sdf,1a08_frame83,5.62,2.562
