receptor,ligand,name,pk,rmsd
/es01/paratera/sce0413/czn/part4/3EYL_frame15/protein.pdb,/es01/paratera/sce0413/czn/part4/3EYL_frame15/ligand.sdf,3eyl_frame15,6.6,5.57
/es01/paratera/sce0413/czn/part4/1D6N_frame19/protein.pdb,/es01/paratera/sce0413/czn/part4/1D6N_frame19/ligand.sdf,1d6n_frame19,4.5,1.06
/es01/paratera/sce0413/czn/part4/3IES_frame63/protein.pdb,/es01/paratera/sce0413/czn/part4/3IES_frame63/ligand.sdf,3ies_frame63,9.92,0.975
/es01/paratera/sce0413/czn/part4/2VEU_frame95/protein.pdb,/es01/paratera/sce0413/czn/part4/2VEU_frame95/ligand.sdf,2veu_frame95,7.37,1.74
/es01/paratera/sce0413/czn/part4/2FWP_frame39/protein.pdb,/es01/paratera/sce0413/czn/part4/2FWP_frame39/ligand.sdf,2fwp_frame39,2.92,7.096
/es01/paratera/sce0413/czn/part4/5ENG_frame39/protein.pdb,/es01/paratera/sce0413/czn/part4/5ENG_frame39/ligand.sdf,5eng_frame39,5.85,2.043
/es01/paratera/sce0413/czn/part4/4DDH_frame87/protein.pdb,/es01/paratera/sce0413/czn/part4/4DDH_frame87/ligand.sdf,4ddh_frame87,3.3,1.567
/es01/paratera/sce0413/czn/part4/3RL3_frame63/protein.pdb,/es01/paratera/sce0413/czn/part4/3RL3_frame63/ligand.sdf,3rl3_frame63,7.17,8.892
/es01/paratera/sce0413/czn/part4/6RNE_frame43/protein.pdb,/es01/paratera/sce0413/czn/part4/6RNE_frame43/ligand.sdf,6rne_frame43,8.8,4.796
/es01/paratera/sce0413/czn/part4/5E73_frame27/protein.pdb,/es01/paratera/sce0413/czn/part4/5E73_frame27/ligand.sdf,5e73_frame27,4.64,1.898
/es01/paratera/sce0413/czn/part4/4KOT_frame23/protein.pdb,/es01/paratera/sce0413/czn/part4/4KOT_frame23/ligand.sdf,4kot_frame23,5.46,2.642
/es01/paratera/sce0413/czn/part4/3EKS_frame95/protein.pdb,/es01/paratera/sce0413/czn/part4/3EKS_frame95/ligand.sdf,3eks_frame95,5.7,0.636
/es01/paratera/sce0413/czn/part4/2XU5_frame99/protein.pdb,/es01/paratera/sce0413/czn/part4/2XU5_frame99/ligand.sdf,2xu5_frame99,6.89,2.483
/es01/paratera/sce0413/czn/part4/3QCS_frame39/protein.pdb,/es01/paratera/sce0413/czn/part4/3QCS_frame39/ligand.sdf,3qcs_frame39,6.5,1.512
/es01/paratera/sce0413/czn/part4/4AGQ_frame31/protein.pdb,/es01/paratera/sce0413/czn/part4/4AGQ_frame31/ligand.sdf,4agq_frame31,5.01,2.398
/es01/paratera/sce0413/czn/part4/6GJ6_frame71/protein.pdb,/es01/paratera/sce0413/czn/part4/6GJ6_frame71/ligand.sdf,6gj6_frame71,4.7,1.373
/es01/paratera/sce0413/czn/part4/4P1U_frame51/protein.pdb,/es01/paratera/sce0413/czn/part4/4P1U_frame51/ligand.sdf,4p1u_frame51,8.52,0.918
/es01/paratera/sce0413/czn/part4/2VA6_frame99/protein.pdb,/es01/paratera/sce0413/czn/part4/2VA6_frame99/ligand.sdf,2va6_frame99,6.17,0.881
/es01/paratera/sce0413/czn/part4/5EWD_frame3/protein.pdb,/es01/paratera/sce0413/czn/part4/5EWD_frame3/ligand.sdf,5ewd_frame3,3.7,3.85
/es01/paratera/sce0413/czn/part4/1U0G_frame39/protein.pdb,/es01/paratera/sce0413/czn/part4/1U0G_frame39/ligand.sdf,1u0g_frame39,6.15,3.429
/es01/paratera/sce0413/czn/part4/2CHX_frame7/protein.pdb,/es01/paratera/sce0413/czn/part4/2CHX_frame7/ligand.sdf,2chx_frame7,7.74,1.883
/es01/paratera/sce0413/czn/part4/2XP8_frame39/protein.pdb,/es01/paratera/sce0413/czn/part4/2XP8_frame39/ligand.sdf,2xp8_frame39,4.82,2.112
/es01/paratera/sce0413/czn/part4/4XG7_frame83/protein.pdb,/es01/paratera/sce0413/czn/part4/4XG7_frame83/ligand.sdf,4xg7_frame83,7.49,1.777
/es01/paratera/sce0413/czn/part4/6HWV_frame51/protein.pdb,/es01/paratera/sce0413/czn/part4/6HWV_frame51/ligand.sdf,6hwv_frame51,7.08,2.992
