receptor,ligand,name,pk,rmsd
/es01/paratera/sce0413/czn/part4/2AIE_frame43/protein.pdb,/es01/paratera/sce0413/czn/part4/2AIE_frame43/ligand.sdf,2aie_frame43,5.66,2.034
/es01/paratera/sce0413/czn/part4/6HLD_frame39/protein.pdb,/es01/paratera/sce0413/czn/part4/6HLD_frame39/ligand.sdf,6hld_frame39,9.21,2.453
/es01/paratera/sce0413/czn/part4/5AXI_frame23/protein.pdb,/es01/paratera/sce0413/czn/part4/5AXI_frame23/ligand.sdf,5axi_frame23,3.92,3.926
/es01/paratera/sce0413/czn/part4/1NZQ_frame31/protein.pdb,/es01/paratera/sce0413/czn/part4/1NZQ_frame31/ligand.sdf,1nzq_frame31,7.96,1.5
/es01/paratera/sce0413/czn/part4/4MW5_frame51/protein.pdb,/es01/paratera/sce0413/czn/part4/4MW5_frame51/ligand.sdf,4mw5_frame51,7.35,2.297
/es01/paratera/sce0413/czn/part4/2GFA_frame39/protein.pdb,/es01/paratera/sce0413/czn/part4/2GFA_frame39/ligand.sdf,2gfa_frame39,4.98,2.542
/es01/paratera/sce0413/czn/part4/6IUP_frame91/protein.pdb,/es01/paratera/sce0413/czn/part4/6IUP_frame91/ligand.sdf,6iup_frame91,7.64,1.708
/es01/paratera/sce0413/czn/part4/2PUY_frame23/protein.pdb,/es01/paratera/sce0413/czn/part4/2PUY_frame23/ligand.sdf,2puy_frame23,4.52,3.357
/es01/paratera/sce0413/czn/part4/5GJA_frame19/protein.pdb,/es01/paratera/sce0413/czn/part4/5GJA_frame19/ligand.sdf,5gja_frame19,5.55,2.288
/es01/paratera/sce0413/czn/part4/3PWD_frame3/protein.pdb,/es01/paratera/sce0413/czn/part4/3PWD_frame3/ligand.sdf,3pwd_frame3,6.66,3.264
/es01/paratera/sce0413/czn/part4/1B9V_frame11/protein.pdb,/es01/paratera/sce0413/czn/part4/1B9V_frame11/ligand.sdf,1b9v_frame11,3.65,2.328
/es01/paratera/sce0413/czn/part4/1HGE_frame11/protein.pdb,/es01/paratera/sce0413/czn/part4/1HGE_frame11/ligand.sdf,1hge_frame11,2.27,0.756
/es01/paratera/sce0413/czn/part4/3UIX_frame27/protein.pdb,/es01/paratera/sce0413/czn/part4/3UIX_frame27/ligand.sdf,3uix_frame27,6.82,1.261
/es01/paratera/sce0413/czn/part4/4ASD_frame11/protein.pdb,/es01/paratera/sce0413/czn/part4/4ASD_frame11/ligand.sdf,4asd_frame11,9.28,0.943
/es01/paratera/sce0413/czn/part4/3WZU_frame99/protein.pdb,/es01/paratera/sce0413/czn/part4/3WZU_frame99/ligand.sdf,3wzu_frame99,5.89,2.811
/es01/paratera/sce0413/czn/part4/3HMP_frame75/protein.pdb,/es01/paratera/sce0413/czn/part4/3HMP_frame75/ligand.sdf,3hmp_frame75,5.49,0.852
/es01/paratera/sce0413/czn/part4/4WAG_frame39/protein.pdb,/es01/paratera/sce0413/czn/part4/4WAG_frame39/ligand.sdf,4wag_frame39,7.08,1.968
/es01/paratera/sce0413/czn/part4/4Q4I_frame59/protein.pdb,/es01/paratera/sce0413/czn/part4/4Q4I_frame59/ligand.sdf,4q4i_frame59,7.33,1.111
/es01/paratera/sce0413/czn/part4/3F81_frame47/protein.pdb,/es01/paratera/sce0413/czn/part4/3F81_frame47/ligand.sdf,3f81_frame47,7.13,3.269
/es01/paratera/sce0413/czn/part4/1RYH_frame91/protein.pdb,/es01/paratera/sce0413/czn/part4/1RYH_frame91/ligand.sdf,1ryh_frame91,7.56,1.165
/es01/paratera/sce0413/czn/part4/5C2A_frame27/protein.pdb,/es01/paratera/sce0413/czn/part4/5C2A_frame27/ligand.sdf,5c2a_frame27,8.32,6.08
/es01/paratera/sce0413/czn/part4/2QPU_frame15/protein.pdb,/es01/paratera/sce0413/czn/part4/2QPU_frame15/ligand.sdf,2qpu_frame15,3.6,4.673
/es01/paratera/sce0413/czn/part4/6N48_frame99/protein.pdb,/es01/paratera/sce0413/czn/part4/6N48_frame99/ligand.sdf,6n48_frame99,5.92,3.764
