receptor,ligand,name,pk,rmsd
/es01/paratera/sce0413/czn/part4/4CG8_frame95/protein.pdb,/es01/paratera/sce0413/czn/part4/4CG8_frame95/ligand.sdf,4cg8_frame95,6.96,3.239
/es01/paratera/sce0413/czn/part4/3NW9_frame7/protein.pdb,/es01/paratera/sce0413/czn/part4/3NW9_frame7/ligand.sdf,3nw9_frame7,9.0,1.876
/es01/paratera/sce0413/czn/part4/3G3D_frame71/protein.pdb,/es01/paratera/sce0413/czn/part4/3G3D_frame71/ligand.sdf,3g3d_frame71,5.96,1.239
/es01/paratera/sce0413/czn/part4/1O6Q_frame27/protein.pdb,/es01/paratera/sce0413/czn/part4/1O6Q_frame27/ligand.sdf,1o6q_frame27,7.64,2.003
/es01/paratera/sce0413/czn/part4/4TUH_frame91/protein.pdb,/es01/paratera/sce0413/czn/part4/4TUH_frame91/ligand.sdf,4tuh_frame91,4.0,1.087
/es01/paratera/sce0413/czn/part4/2GZ7_frame95/protein.pdb,/es01/paratera/sce0413/czn/part4/2GZ7_frame95/ligand.sdf,2gz7_frame95,6.52,4.43
/es01/paratera/sce0413/czn/part4/3CYY_frame19/protein.pdb,/es01/paratera/sce0413/czn/part4/3CYY_frame19/ligand.sdf,3cyy_frame19,4.77,1.709
/es01/paratera/sce0413/czn/part4/2ORK_frame67/protein.pdb,/es01/paratera/sce0413/czn/part4/2ORK_frame67/ligand.sdf,2ork_frame67,2.85,2.381
/es01/paratera/sce0413/czn/part4/5FOL_frame95/protein.pdb,/es01/paratera/sce0413/czn/part4/5FOL_frame95/ligand.sdf,5fol_frame95,3.67,1.009
/es01/paratera/sce0413/czn/part4/3H0J_frame75/protein.pdb,/es01/paratera/sce0413/czn/part4/3H0J_frame75/ligand.sdf,3h0j_frame75,6.49,1.675
/es01/paratera/sce0413/czn/part4/4TKB_frame27/protein.pdb,/es01/paratera/sce0413/czn/part4/4TKB_frame27/ligand.sdf,4tkb_frame27,5.59,2.687
/es01/paratera/sce0413/czn/part4/2WYN_frame39/protein.pdb,/es01/paratera/sce0413/czn/part4/2WYN_frame39/ligand.sdf,2wyn_frame39,5.55,1.291
/es01/paratera/sce0413/czn/part4/2WF1_frame43/protein.pdb,/es01/paratera/sce0413/czn/part4/2WF1_frame43/ligand.sdf,2wf1_frame43,8.7,0.6
/es01/paratera/sce0413/czn/part4/2GIU_frame3/protein.pdb,/es01/paratera/sce0413/czn/part4/2GIU_frame3/ligand.sdf,2giu_frame3,8.82,2.057
/es01/paratera/sce0413/czn/part4/4UI8_frame63/protein.pdb,/es01/paratera/sce0413/czn/part4/4UI8_frame63/ligand.sdf,4ui8_frame63,7.6,0.802
/es01/paratera/sce0413/czn/part4/3TU9_frame59/protein.pdb,/es01/paratera/sce0413/czn/part4/3TU9_frame59/ligand.sdf,3tu9_frame59,5.12,2.563
/es01/paratera/sce0413/czn/part4/1GQS_frame43/protein.pdb,/es01/paratera/sce0413/czn/part4/1GQS_frame43/ligand.sdf,1gqs_frame43,6.3,4.748
/es01/paratera/sce0413/czn/part4/1M74_frame67/protein.pdb,/es01/paratera/sce0413/czn/part4/1M74_frame67/ligand.sdf,1m74_frame67,7.0,1.011
/es01/paratera/sce0413/czn/part4/1BKJ_frame91/protein.pdb,/es01/paratera/sce0413/czn/part4/1BKJ_frame91/ligand.sdf,1bkj_frame91,6.77,1.528
/es01/paratera/sce0413/czn/part4/4QMY_frame59/protein.pdb,/es01/paratera/sce0413/czn/part4/4QMY_frame59/ligand.sdf,4qmy_frame59,8.4,1.255
/es01/paratera/sce0413/czn/part4/5C5H_frame35/protein.pdb,/es01/paratera/sce0413/czn/part4/5C5H_frame35/ligand.sdf,5c5h_frame35,6.4,2.061
/es01/paratera/sce0413/czn/part4/2H5A_frame91/protein.pdb,/es01/paratera/sce0413/czn/part4/2H5A_frame91/ligand.sdf,2h5a_frame91,5.1,2.096
/es01/paratera/sce0413/czn/part4/4MKA_frame39/protein.pdb,/es01/paratera/sce0413/czn/part4/4MKA_frame39/ligand.sdf,4mka_frame39,9.0,4.062
/es01/paratera/sce0413/czn/part4/2ZY1_frame15/protein.pdb,/es01/paratera/sce0413/czn/part4/2ZY1_frame15/ligand.sdf,2zy1_frame15,7.4,3.218
/es01/paratera/sce0413/czn/part4/1O0M_frame51/protein.pdb,/es01/paratera/sce0413/czn/part4/1O0M_frame51/ligand.sdf,1o0m_frame51,5.15,2.975
/es01/paratera/sce0413/czn/part4/3FI3_frame95/protein.pdb,/es01/paratera/sce0413/czn/part4/3FI3_frame95/ligand.sdf,3fi3_frame95,7.92,1.348
/es01/paratera/sce0413/czn/part4/6Q9W_frame95/protein.pdb,/es01/paratera/sce0413/czn/part4/6Q9W_frame95/ligand.sdf,6q9w_frame95,6.24,1.01
/es01/paratera/sce0413/czn/part4/3OT8_frame23/protein.pdb,/es01/paratera/sce0413/czn/part4/3OT8_frame23/ligand.sdf,3ot8_frame23,8.05,0.962
/es01/paratera/sce0413/czn/part4/6OCQ_frame27/protein.pdb,/es01/paratera/sce0413/czn/part4/6OCQ_frame27/ligand.sdf,6ocq_frame27,7.7,1.046
/es01/paratera/sce0413/czn/part4/1QX1_frame27/protein.pdb,/es01/paratera/sce0413/czn/part4/1QX1_frame27/ligand.sdf,1qx1_frame27,2.12,4.813
/es01/paratera/sce0413/czn/part4/3IND_frame19/protein.pdb,/es01/paratera/sce0413/czn/part4/3IND_frame19/ligand.sdf,3ind_frame19,7.7,0.723
/es01/paratera/sce0413/czn/part4/4UAT_frame83/protein.pdb,/es01/paratera/sce0413/czn/part4/4UAT_frame83/ligand.sdf,4uat_frame83,5.89,3.784
/es01/paratera/sce0413/czn/part4/4QMU_frame91/protein.pdb,/es01/paratera/sce0413/czn/part4/4QMU_frame91/ligand.sdf,4qmu_frame91,5.89,2.072
/es01/paratera/sce0413/czn/part4/2V58_frame43/protein.pdb,/es01/paratera/sce0413/czn/part4/2V58_frame43/ligand.sdf,2v58_frame43,9.09,1.309
/es01/paratera/sce0413/czn/part4/5GX6_frame19/protein.pdb,/es01/paratera/sce0413/czn/part4/5GX6_frame19/ligand.sdf,5gx6_frame19,5.8,0.972
/es01/paratera/sce0413/czn/part4/7PRC_frame7/protein.pdb,/es01/paratera/sce0413/czn/part4/7PRC_frame7/ligand.sdf,7prc_frame7,5.21,0.835
/es01/paratera/sce0413/czn/part4/2YDV_frame51/protein.pdb,/es01/paratera/sce0413/czn/part4/2YDV_frame51/ligand.sdf,2ydv_frame51,7.86,0.789
/es01/paratera/sce0413/czn/part4/3ZSX_frame87/protein.pdb,/es01/paratera/sce0413/czn/part4/3ZSX_frame87/ligand.sdf,3zsx_frame87,3.28,3.955
/es01/paratera/sce0413/czn/part4/3TWR_frame35/protein.pdb,/es01/paratera/sce0413/czn/part4/3TWR_frame35/ligand.sdf,3twr_frame35,5.62,4.015
/es01/paratera/sce0413/czn/part4/3TI1_frame7/protein.pdb,/es01/paratera/sce0413/czn/part4/3TI1_frame7/ligand.sdf,3ti1_frame7,8.15,1.449
/es01/paratera/sce0413/czn/part4/3FE7_frame7/protein.pdb,/es01/paratera/sce0413/czn/part4/3FE7_frame7/ligand.sdf,3fe7_frame7,7.44,1.711
/es01/paratera/sce0413/czn/part4/3KQS_frame39/protein.pdb,/es01/paratera/sce0413/czn/part4/3KQS_frame39/ligand.sdf,3kqs_frame39,5.2,4.637
/es01/paratera/sce0413/czn/part4/3VI2_frame91/protein.pdb,/es01/paratera/sce0413/czn/part4/3VI2_frame91/ligand.sdf,3vi2_frame91,3.77,6.189
/es01/paratera/sce0413/czn/part4/3B3X_frame11/protein.pdb,/es01/paratera/sce0413/czn/part4/3B3X_frame11/ligand.sdf,3b3x_frame11,3.6,2.022
/es01/paratera/sce0413/czn/part4/5ANV_frame59/protein.pdb,/es01/paratera/sce0413/czn/part4/5ANV_frame59/ligand.sdf,5anv_frame59,9.3,2.265
/es01/paratera/sce0413/czn/part4/5AM7_frame87/protein.pdb,/es01/paratera/sce0413/czn/part4/5AM7_frame87/ligand.sdf,5am7_frame87,7.19,1.557
