receptor,ligand,name,pk,rmsd
/es01/paratera/sce0413/czn/part4/1GHZ_frame15/protein.pdb,/es01/paratera/sce0413/czn/part4/1GHZ_frame15/ligand.sdf,1ghz_frame15,4.8,1.042
/es01/paratera/sce0413/czn/part4/3I60_frame91/protein.pdb,/es01/paratera/sce0413/czn/part4/3I60_frame91/ligand.sdf,3i60_frame91,8.7,1.121
/es01/paratera/sce0413/czn/part4/3PGU_frame63/protein.pdb,/es01/paratera/sce0413/czn/part4/3PGU_frame63/ligand.sdf,3pgu_frame63,6.7,2.324
/es01/paratera/sce0413/czn/part4/5D0R_frame31/protein.pdb,/es01/paratera/sce0413/czn/part4/5D0R_frame31/ligand.sdf,5d0r_frame31,6.37,2.58
/es01/paratera/sce0413/czn/part4/1OIQ_frame91/protein.pdb,/es01/paratera/sce0413/czn/part4/1OIQ_frame91/ligand.sdf,1oiq_frame91,5.54,1.891
/es01/paratera/sce0413/czn/part4/2BKZ_frame3/protein.pdb,/es01/paratera/sce0413/czn/part4/2BKZ_frame3/ligand.sdf,2bkz_frame3,8.15,1.125
/es01/paratera/sce0413/czn/part4/4UFM_frame7/protein.pdb,/es01/paratera/sce0413/czn/part4/4UFM_frame7/ligand.sdf,4ufm_frame7,3.72,1.08
/es01/paratera/sce0413/czn/part4/4AWF_frame59/protein.pdb,/es01/paratera/sce0413/czn/part4/4AWF_frame59/ligand.sdf,4awf_frame59,5.57,7.114
/es01/paratera/sce0413/czn/part4/3BC4_frame75/protein.pdb,/es01/paratera/sce0413/czn/part4/3BC4_frame75/ligand.sdf,3bc4_frame75,5.35,3.133
/es01/paratera/sce0413/czn/part4/6F5M_frame43/protein.pdb,/es01/paratera/sce0413/czn/part4/6F5M_frame43/ligand.sdf,6f5m_frame43,6.3,6.438
/es01/paratera/sce0413/czn/part4/1ME8_frame23/protein.pdb,/es01/paratera/sce0413/czn/part4/1ME8_frame23/ligand.sdf,1me8_frame23,7.19,3.628
/es01/paratera/sce0413/czn/part4/5EFH_frame19/protein.pdb,/es01/paratera/sce0413/czn/part4/5EFH_frame19/ligand.sdf,5efh_frame19,6.1,2.56
/es01/paratera/sce0413/czn/part4/1AGW_frame83/protein.pdb,/es01/paratera/sce0413/czn/part4/1AGW_frame83/ligand.sdf,1agw_frame83,4.7,1.566
/es01/paratera/sce0413/czn/part4/3UVO_frame47/protein.pdb,/es01/paratera/sce0413/czn/part4/3UVO_frame47/ligand.sdf,3uvo_frame47,7.0,4.053
/es01/paratera/sce0413/czn/part4/4LBP_frame63/protein.pdb,/es01/paratera/sce0413/czn/part4/4LBP_frame63/ligand.sdf,4lbp_frame63,4.94,4.606
/es01/paratera/sce0413/czn/part4/4NWK_frame59/protein.pdb,/es01/paratera/sce0413/czn/part4/4NWK_frame59/ligand.sdf,4nwk_frame59,8.7,1.547
/es01/paratera/sce0413/czn/part4/6FCL_frame99/protein.pdb,/es01/paratera/sce0413/czn/part4/6FCL_frame99/ligand.sdf,6fcl_frame99,4.64,1.776
/es01/paratera/sce0413/czn/part4/2P3I_frame59/protein.pdb,/es01/paratera/sce0413/czn/part4/2P3I_frame59/ligand.sdf,2p3i_frame59,3.48,1.778
/es01/paratera/sce0413/czn/part4/3BJC_frame7/protein.pdb,/es01/paratera/sce0413/czn/part4/3BJC_frame7/ligand.sdf,3bjc_frame7,6.96,2.294
/es01/paratera/sce0413/czn/part4/6JIO_frame99/protein.pdb,/es01/paratera/sce0413/czn/part4/6JIO_frame99/ligand.sdf,6jio_frame99,4.55,1.551
/es01/paratera/sce0413/czn/part4/6G5U_frame51/protein.pdb,/es01/paratera/sce0413/czn/part4/6G5U_frame51/ligand.sdf,6g5u_frame51,6.4,2.439
/es01/paratera/sce0413/czn/part4/6HV2_frame11/protein.pdb,/es01/paratera/sce0413/czn/part4/6HV2_frame11/ligand.sdf,6hv2_frame11,4.28,2.921
/es01/paratera/sce0413/czn/part4/3ESS_frame3/protein.pdb,/es01/paratera/sce0413/czn/part4/3ESS_frame3/ligand.sdf,3ess_frame3,6.39,1.949
/es01/paratera/sce0413/czn/part4/3IMC_frame27/protein.pdb,/es01/paratera/sce0413/czn/part4/3IMC_frame27/ligand.sdf,3imc_frame27,5.82,2.169
/es01/paratera/sce0413/czn/part4/5FAT_frame55/protein.pdb,/es01/paratera/sce0413/czn/part4/5FAT_frame55/ligand.sdf,5fat_frame55,6.96,4.567
/es01/paratera/sce0413/czn/part4/6FT9_frame99/protein.pdb,/es01/paratera/sce0413/czn/part4/6FT9_frame99/ligand.sdf,6ft9_frame99,6.96,1.301
/es01/paratera/sce0413/czn/part4/5E0A_frame79/protein.pdb,/es01/paratera/sce0413/czn/part4/5E0A_frame79/ligand.sdf,5e0a_frame79,6.59,1.633
/es01/paratera/sce0413/czn/part4/5F08_frame31/protein.pdb,/es01/paratera/sce0413/czn/part4/5F08_frame31/ligand.sdf,5f08_frame31,5.52,1.472
/es01/paratera/sce0413/czn/part4/2GG2_frame27/protein.pdb,/es01/paratera/sce0413/czn/part4/2GG2_frame27/ligand.sdf,2gg2_frame27,6.6,4.382
/es01/paratera/sce0413/czn/part4/1RWX_frame7/protein.pdb,/es01/paratera/sce0413/czn/part4/1RWX_frame7/ligand.sdf,1rwx_frame7,7.37,1.244
/es01/paratera/sce0413/czn/part4/4Q8X_frame99/protein.pdb,/es01/paratera/sce0413/czn/part4/4Q8X_frame99/ligand.sdf,4q8x_frame99,3.57,4.368
/es01/paratera/sce0413/czn/part4/2XVN_frame99/protein.pdb,/es01/paratera/sce0413/czn/part4/2XVN_frame99/ligand.sdf,2xvn_frame99,3.95,2.706
/es01/paratera/sce0413/czn/part4/3G2N_frame35/protein.pdb,/es01/paratera/sce0413/czn/part4/3G2N_frame35/ligand.sdf,3g2n_frame35,4.09,0.939
/es01/paratera/sce0413/czn/part4/4P4J_frame83/protein.pdb,/es01/paratera/sce0413/czn/part4/4P4J_frame83/ligand.sdf,4p4j_frame83,6.15,6.637
/es01/paratera/sce0413/czn/part4/6GHP_frame91/protein.pdb,/es01/paratera/sce0413/czn/part4/6GHP_frame91/ligand.sdf,6ghp_frame91,9.36,3.364
/es01/paratera/sce0413/czn/part4/6I0R_frame19/protein.pdb,/es01/paratera/sce0413/czn/part4/6I0R_frame19/ligand.sdf,6i0r_frame19,4.35,1.624
/es01/paratera/sce0413/czn/part4/6QWA_frame11/protein.pdb,/es01/paratera/sce0413/czn/part4/6QWA_frame11/ligand.sdf,6qwa_frame11,6.59,1.765
/es01/paratera/sce0413/czn/part4/4MU7_frame19/protein.pdb,/es01/paratera/sce0413/czn/part4/4MU7_frame19/ligand.sdf,4mu7_frame19,8.85,1.041
/es01/paratera/sce0413/czn/part4/4AUY_frame91/protein.pdb,/es01/paratera/sce0413/czn/part4/4AUY_frame91/ligand.sdf,4auy_frame91,7.74,0.752
/es01/paratera/sce0413/czn/part4/3O9H_frame31/protein.pdb,/es01/paratera/sce0413/czn/part4/3O9H_frame31/ligand.sdf,3o9h_frame31,12.1,2.303
/es01/paratera/sce0413/czn/part4/4N1U_frame63/protein.pdb,/es01/paratera/sce0413/czn/part4/4N1U_frame63/ligand.sdf,4n1u_frame63,8.3,7.935
/es01/paratera/sce0413/czn/part4/6JOE_frame35/protein.pdb,/es01/paratera/sce0413/czn/part4/6JOE_frame35/ligand.sdf,6joe_frame35,7.04,1.448
/es01/paratera/sce0413/czn/part4/3PIY_frame99/protein.pdb,/es01/paratera/sce0413/czn/part4/3PIY_frame99/ligand.sdf,3piy_frame99,6.54,1.824
